"County","Facility Name","Grouping","Entry","Value"
"Polk","Swiss Village","Total Service Area Population","2045",1732
"Polk","Swiss Village","Septic Population","2020",NA
"Polk","Swiss Village","Septic Population","2045",NA
"Polk","Swiss Village","Adjusted Service Area Population","2020",1649
"Polk","Swiss Village","Adjusted Service Area Population","2045",1732
"Polk","Swiss Village","Adjusted Service Area Population","2020-2045 Population Increase",83
"Polk","Swiss Village","2020 Totals","Total WW Flows (MGD)",0.03
"Polk","Swiss Village","2020 Totals","Total Reuse (MGD)",NA
"Polk","Swiss Village","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Swiss Village","2020 Totals","WW Disposal (MGD)",NA
"Polk","Swiss Village","2045 Projected Additional","WW Flow Projection (MGD)",0.01
"Polk","Swiss Village","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Swiss Village","2045 Projected Totals","Total WW Flows (MGD)",0.04
"Polk","Swiss Village","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Swiss Village","2045 Projected Totals","Total Reuse (MGD)",0.01
"Polk","Swiss Village","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Polk","Winter Haven #2","Total Service Area Population","2020",75028
"Polk","Winter Haven #2","Total Service Area Population","2045",99747
"Polk","Winter Haven #2","Septic Population","2020",5340
"Polk","Winter Haven #2","Septic Population","2045",6006
"Polk","Winter Haven #2","Adjusted Service Area Population","2020",69688
"Polk","Winter Haven #2","Adjusted Service Area Population","2045",93740
"Polk","Winter Haven #2","Adjusted Service Area Population","2020-2045 Population Increase",24052
"Polk","Winter Haven #2","2020 Totals","Total WW Flows (MGD)",1.25
"Polk","Winter Haven #2","2020 Totals","Total Reuse (MGD)",1.17
"Polk","Winter Haven #2","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Winter Haven #2","2020 Totals","WW Disposal (MGD)",NA
"Polk","Winter Haven #2","2045 Projected Additional","WW Flow Projection (MGD)",1.67
"Polk","Winter Haven #2","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Winter Haven #2","2045 Projected Totals","Total WW Flows (MGD)",2.92
"Polk","Winter Haven #2","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Winter Haven #2","2045 Projected Totals","Total Reuse (MGD)",2.84
"Polk","Winter Haven #2","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.13
"Polk","Winter Haven #3","Total Service Area Population","2020",NA
"Polk","Winter Haven #3","Total Service Area Population","2045",NA
"Polk","Winter Haven #3","Septic Population","2020",NA
"Polk","Winter Haven #3","Septic Population","2045",NA
"Polk","Winter Haven #3","Adjusted Service Area Population","2020",NA
"Polk","Winter Haven #3","Adjusted Service Area Population","2045",NA
"Polk","Winter Haven #3","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Polk","Winter Haven #3","2020 Totals","Total WW Flows (MGD)",4.06
"Polk","Winter Haven #3","2020 Totals","Total Reuse (MGD)",0.01
"Polk","Winter Haven #3","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Winter Haven #3","2020 Totals","WW Disposal (MGD)",3.86
"Polk","Winter Haven #3","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Polk","Winter Haven #3","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Winter Haven #3","2045 Projected Totals","Total WW Flows (MGD)",NA
"Polk","Winter Haven #3","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Winter Haven #3","2045 Projected Totals","Total Reuse (MGD)",0.01
"Polk","Winter Haven #3","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.01
"Polk","Carefree CC","Total Service Area Population","2020",NA
"Polk","Carefree CC","Total Service Area Population","2045",NA
"Polk","Carefree CC","Septic Population","2020",NA
"Polk","Carefree CC","Septic Population","2045",NA
"Polk","Carefree CC","Adjusted Service Area Population","2020",NA
"Polk","Carefree CC","Adjusted Service Area Population","2045",NA
"Polk","Carefree CC","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Polk","Carefree CC","2020 Totals","Total WW Flows (MGD)",0.02
"Polk","Carefree CC","2020 Totals","Total Reuse (MGD)",0.02
"Polk","Carefree CC","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Carefree CC","2020 Totals","WW Disposal (MGD)",NA
"Polk","Carefree CC","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Polk","Carefree CC","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Carefree CC","2045 Projected Totals","Total WW Flows (MGD)",NA
"Polk","Carefree CC","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Carefree CC","2045 Projected Totals","Total Reuse (MGD)",0.02
"Polk","Carefree CC","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.02
"Polk","Sweetwater","Total Service Area Population","2020",NA
"Polk","Sweetwater","Total Service Area Population","2045",NA
"Polk","Sweetwater","Septic Population","2020",NA
"Polk","Sweetwater","Septic Population","2045",NA
"Polk","Sweetwater","Adjusted Service Area Population","2020",NA
"Polk","Sweetwater","Adjusted Service Area Population","2045",NA
"Polk","Sweetwater","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Polk","Sweetwater","2020 Totals","Total WW Flows (MGD)",0.01
"Polk","Sweetwater","2020 Totals","Total Reuse (MGD)",0.01
"Polk","Sweetwater","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Sweetwater","2020 Totals","WW Disposal (MGD)",NA
"Polk","Sweetwater","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Polk","Sweetwater","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Sweetwater","2045 Projected Totals","Total WW Flows (MGD)",NA
"Polk","Sweetwater","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Sweetwater","2045 Projected Totals","Total Reuse (MGD)",0.01
"Polk","Sweetwater","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.01
"Hillsborough","Country Meadows","Total Service Area Population","2020",1413
"Hillsborough","Country Meadows","Total Service Area Population","2045",1413
"Hillsborough","Country Meadows","Septic Population","2020",NA
"Hillsborough","Country Meadows","Septic Population","2045",NA
"Hillsborough","Country Meadows","Adjusted Service Area Population","2020",1413
"Hillsborough","Country Meadows","Adjusted Service Area Population","2045",1413
"Hillsborough","Country Meadows","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","Country Meadows","2020 Totals","Total WW Flows (MGD)",0.12
"Hillsborough","Country Meadows","2020 Totals","Total Reuse (MGD)",0.01
"Hillsborough","Country Meadows","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Country Meadows","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Country Meadows","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","Country Meadows","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Country Meadows","2045 Projected Totals","Total WW Flows (MGD)",0.12
"Hillsborough","Country Meadows","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Country Meadows","2045 Projected Totals","Total Reuse (MGD)",0.01
"Hillsborough","Country Meadows","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.01
"Hillsborough","Hillsborough County - Northwest","Total Service Area Population","2020",697693
"Hillsborough","Hillsborough County - Northwest","Total Service Area Population","2045",858996
"Hillsborough","Hillsborough County - Northwest","Septic Population","2020",17614
"Hillsborough","Hillsborough County - Northwest","Septic Population","2045",23013
"Hillsborough","Hillsborough County - Northwest","Adjusted Service Area Population","2020",680079
"Hillsborough","Hillsborough County - Northwest","Adjusted Service Area Population","2045",835984
"Hillsborough","Hillsborough County - Northwest","Adjusted Service Area Population","2020-2045 Population Increase",155905
"Hillsborough","Hillsborough County - Northwest","2020 Totals","Total WW Flows (MGD)",16.89
"Hillsborough","Hillsborough County - Northwest","2020 Totals","Total Reuse (MGD)",11.2
"Hillsborough","Hillsborough County - Northwest","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Northwest","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Hillsborough County - Northwest","2045 Projected Additional","WW Flow Projection (MGD)",10.81
"Hillsborough","Hillsborough County - Northwest","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Northwest","2045 Projected Totals","Total WW Flows (MGD)",27.7
"Hillsborough","Hillsborough County - Northwest","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Northwest","2045 Projected Totals","Total Reuse (MGD)",22.02
"Hillsborough","Hillsborough County - Northwest","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",16.51
"Hillsborough","Hillsborough County - Van Dyke","Total Service Area Population","2020",NA
"Hillsborough","Hillsborough County - Van Dyke","Total Service Area Population","2045",NA
"Hillsborough","Hillsborough County - Van Dyke","Septic Population","2020",NA
"Hillsborough","Hillsborough County - Van Dyke","Septic Population","2045",NA
"Hillsborough","Hillsborough County - Van Dyke","Adjusted Service Area Population","2020",NA
"Hillsborough","Hillsborough County - Van Dyke","Adjusted Service Area Population","2045",NA
"Hillsborough","Hillsborough County - Van Dyke","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","Hillsborough County - Van Dyke","2020 Totals","Total WW Flows (MGD)",1.33
"Hillsborough","Hillsborough County - Van Dyke","2020 Totals","Total Reuse (MGD)",NA
"Hillsborough","Hillsborough County - Van Dyke","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Van Dyke","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Hillsborough County - Van Dyke","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","Hillsborough County - Van Dyke","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Van Dyke","2045 Projected Totals","Total WW Flows (MGD)",1.33
"Hillsborough","Hillsborough County - Van Dyke","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Van Dyke","2045 Projected Totals","Total Reuse (MGD)",NA
"Hillsborough","Hillsborough County - Van Dyke","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hillsborough","Hillsborough County - Falkenburg","Total Service Area Population","2020",NA
"Hillsborough","Hillsborough County - Falkenburg","Total Service Area Population","2045",NA
"Hillsborough","Hillsborough County - Falkenburg","Septic Population","2020",NA
"Hillsborough","Hillsborough County - Falkenburg","Septic Population","2045",NA
"Hillsborough","Hillsborough County - Falkenburg","Adjusted Service Area Population","2020",NA
"Hillsborough","Hillsborough County - Falkenburg","Adjusted Service Area Population","2045",NA
"Hillsborough","Hillsborough County - Falkenburg","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","Hillsborough County - Falkenburg","2020 Totals","Total WW Flows (MGD)",9.88
"Hillsborough","Hillsborough County - Falkenburg","2020 Totals","Total Reuse (MGD)",14.2
"Hillsborough","Hillsborough County - Falkenburg","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Falkenburg","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Hillsborough County - Falkenburg","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","Hillsborough County - Falkenburg","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Falkenburg","2045 Projected Totals","Total WW Flows (MGD)",9.88
"Hillsborough","Hillsborough County - Falkenburg","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Falkenburg","2045 Projected Totals","Total Reuse (MGD)",14.2
"Hillsborough","Hillsborough County - Falkenburg","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",10.65
"Hillsborough","Hillsborough County - South","Total Service Area Population","2020",NA
"Hillsborough","Hillsborough County - South","Total Service Area Population","2045",NA
"Hillsborough","Hillsborough County - South","Septic Population","2020",NA
"Hillsborough","Hillsborough County - South","Septic Population","2045",NA
"Hillsborough","Hillsborough County - South","Adjusted Service Area Population","2020",NA
"Hillsborough","Hillsborough County - South","Adjusted Service Area Population","2045",NA
"Hillsborough","Hillsborough County - South","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","Hillsborough County - South","2020 Totals","Total WW Flows (MGD)",7.54
"Hillsborough","Hillsborough County - South","2020 Totals","Total Reuse (MGD)",NA
"Hillsborough","Hillsborough County - South","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - South","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Hillsborough County - South","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","Hillsborough County - South","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - South","2045 Projected Totals","Total WW Flows (MGD)",7.54
"Hillsborough","Hillsborough County - South","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - South","2045 Projected Totals","Total Reuse (MGD)",NA
"Hillsborough","Hillsborough County - South","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","Total Service Area Population","2020",NA
"Hillsborough","Hillsborough County - Valrico","Total Service Area Population","2045",NA
"Hillsborough","Hillsborough County - Valrico","Septic Population","2020",NA
"Hillsborough","Hillsborough County - Valrico","Septic Population","2045",NA
"Hillsborough","Hillsborough County - Valrico","Adjusted Service Area Population","2020",NA
"Hillsborough","Hillsborough County - Valrico","Adjusted Service Area Population","2045",NA
"Hillsborough","Hillsborough County - Valrico","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","Hillsborough County - Valrico","2020 Totals","Total WW Flows (MGD)",7.24
"Hillsborough","Hillsborough County - Valrico","2020 Totals","Total Reuse (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","2045 Projected Totals","Total WW Flows (MGD)",7.24
"Hillsborough","Hillsborough County - Valrico","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","2045 Projected Totals","Total Reuse (MGD)",NA
"Hillsborough","Hillsborough County - Valrico","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hillsborough","MacDill AFB (FGUA)","Total Service Area Population","2020",NA
"Hillsborough","MacDill AFB (FGUA)","Total Service Area Population","2045",NA
"Hillsborough","MacDill AFB (FGUA)","Septic Population","2020",NA
"Hillsborough","MacDill AFB (FGUA)","Septic Population","2045",NA
"Hillsborough","MacDill AFB (FGUA)","Adjusted Service Area Population","2020",NA
"Hillsborough","MacDill AFB (FGUA)","Adjusted Service Area Population","2045",NA
"Hillsborough","MacDill AFB (FGUA)","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","MacDill AFB (FGUA)","2020 Totals","Total WW Flows (MGD)",0.65
"Hillsborough","MacDill AFB (FGUA)","2020 Totals","Total Reuse (MGD)",0.55
"Hillsborough","MacDill AFB (FGUA)","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","MacDill AFB (FGUA)","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","MacDill AFB (FGUA)","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","MacDill AFB (FGUA)","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","MacDill AFB (FGUA)","2045 Projected Totals","Total WW Flows (MGD)",0.65
"Hillsborough","MacDill AFB (FGUA)","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","MacDill AFB (FGUA)","2045 Projected Totals","Total Reuse (MGD)",0.55
"Hillsborough","MacDill AFB (FGUA)","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.41
"Hillsborough","Plant City","Total Service Area Population","2020",41882
"Hillsborough","Plant City","Total Service Area Population","2045",71781
"Hillsborough","Plant City","Septic Population","2020",1136
"Hillsborough","Plant City","Septic Population","2045",2709
"Hillsborough","Plant City","Adjusted Service Area Population","2020",40746
"Hillsborough","Plant City","Adjusted Service Area Population","2045",69072
"Hillsborough","Plant City","Adjusted Service Area Population","2020-2045 Population Increase",28326
"Hillsborough","Plant City","2020 Totals","Total WW Flows (MGD)",4.47
"Hillsborough","Plant City","2020 Totals","Total Reuse (MGD)",0.74
"Hillsborough","Plant City","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Plant City","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Plant City","2045 Projected Additional","WW Flow Projection (MGD)",1.96
"Hillsborough","Plant City","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Plant City","2045 Projected Totals","Total WW Flows (MGD)",6.43
"Hillsborough","Plant City","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Plant City","2045 Projected Totals","Total Reuse (MGD)",2.7
"Hillsborough","Plant City","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.03
"Hillsborough","Rice Creek","Total Service Area Population","2020",771
"Hillsborough","Rice Creek","Total Service Area Population","2045",771
"Hillsborough","Rice Creek","Septic Population","2020",NA
"Hillsborough","Rice Creek","Septic Population","2045",NA
"Hillsborough","Rice Creek","Adjusted Service Area Population","2020",771
"Hillsborough","Rice Creek","Adjusted Service Area Population","2045",771
"Hillsborough","Rice Creek","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","Rice Creek","2020 Totals","Total WW Flows (MGD)",0.08
"Hillsborough","Rice Creek","2020 Totals","Total Reuse (MGD)",NA
"Hillsborough","Rice Creek","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Rice Creek","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Rice Creek","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","Rice Creek","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Rice Creek","2045 Projected Totals","Total WW Flows (MGD)",0.08
"Hillsborough","Rice Creek","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Rice Creek","2045 Projected Totals","Total Reuse (MGD)",NA
"Hillsborough","Rice Creek","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hillsborough","Riverside","Total Service Area Population","2020",824
"Hillsborough","Riverside","Total Service Area Population","2045",824
"Hillsborough","Riverside","Septic Population","2020",NA
"Hillsborough","Riverside","Septic Population","2045",NA
"Hillsborough","Riverside","Adjusted Service Area Population","2020",824
"Hillsborough","Riverside","Adjusted Service Area Population","2045",824
"Hillsborough","Riverside","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hillsborough","Riverside","2020 Totals","Total WW Flows (MGD)",0.05
"Hillsborough","Riverside","2020 Totals","Total Reuse (MGD)",NA
"Hillsborough","Riverside","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Riverside","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Riverside","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hillsborough","Riverside","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Riverside","2045 Projected Totals","Total WW Flows (MGD)",0.05
"Hillsborough","Riverside","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Riverside","2045 Projected Totals","Total Reuse (MGD)",NA
"Hillsborough","Riverside","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hillsborough","Tampa","Total Service Area Population","2020",602835
"Hillsborough","Tampa","Total Service Area Population","2045",653373
"Hillsborough","Tampa","Septic Population","2020",9131
"Hillsborough","Tampa","Septic Population","2045",10162
"Hillsborough","Tampa","Adjusted Service Area Population","2020",593704
"Hillsborough","Tampa","Adjusted Service Area Population","2045",643211
"Hillsborough","Tampa","Adjusted Service Area Population","2020-2045 Population Increase",49507
"Hillsborough","Tampa","2020 Totals","Total WW Flows (MGD)",56.12
"Hillsborough","Tampa","2020 Totals","Total Reuse (MGD)",8.86
"Hillsborough","Tampa","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Tampa","2020 Totals","WW Disposal (MGD)",51.9
"Hillsborough","Tampa","2045 Projected Additional","WW Flow Projection (MGD)",3.43
"Hillsborough","Tampa","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Tampa","2045 Projected Totals","Total WW Flows (MGD)",59.55
"Hillsborough","Tampa","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Tampa","2045 Projected Totals","Total Reuse (MGD)",12.29
"Hillsborough","Tampa","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",9.22
"Hillsborough","Windemere","Total Service Area Population","2020",2527
"Hillsborough","Windemere","Total Service Area Population","2045",2529
"Hillsborough","Windemere","Septic Population","2020",38
"Hillsborough","Windemere","Septic Population","2045",38
"Hillsborough","Windemere","Adjusted Service Area Population","2020",2489
"Hillsborough","Windemere","Adjusted Service Area Population","2045",2491
"Hillsborough","Windemere","Adjusted Service Area Population","2020-2045 Population Increase",2
"Hillsborough","Windemere","2020 Totals","Total WW Flows (MGD)",0.11
"Hillsborough","Windemere","2020 Totals","Total Reuse (MGD)",NA
"Hillsborough","Windemere","2020 Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Windemere","2020 Totals","WW Disposal (MGD)",NA
"Hillsborough","Windemere","2045 Projected Additional","WW Flow Projection (MGD)",0
"Hillsborough","Windemere","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hillsborough","Windemere","2045 Projected Totals","Total WW Flows (MGD)",0.11
"Hillsborough","Windemere","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hillsborough","Windemere","2045 Projected Totals","Total Reuse (MGD)",0
"Hillsborough","Windemere","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Pasco","Dade City","Total Service Area Population","2020",15656
"Pasco","Dade City","Total Service Area Population","2045",21434
"Pasco","Dade City","Septic Population","2020",7476
"Pasco","Dade City","Septic Population","2045",7893
"Pasco","Dade City","Adjusted Service Area Population","2020",8180
"Pasco","Dade City","Adjusted Service Area Population","2045",13541
"Pasco","Dade City","Adjusted Service Area Population","2020-2045 Population Increase",5361
"Pasco","Dade City","2020 Totals","Total WW Flows (MGD)",0.71
"Pasco","Dade City","2020 Totals","Total Reuse (MGD)",0.4
"Pasco","Dade City","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Dade City","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Dade City","2045 Projected Additional","WW Flow Projection (MGD)",0.37
"Pasco","Dade City","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Dade City","2045 Projected Totals","Total WW Flows (MGD)",1.08
"Pasco","Dade City","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Dade City","2045 Projected Totals","Total Reuse (MGD)",0.77
"Pasco","Dade City","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.58
"Pasco","FGUA - Jasmine Lakes","Total Service Area Population","2020",3442
"Pasco","FGUA - Jasmine Lakes","Total Service Area Population","2045",3447
"Pasco","FGUA - Jasmine Lakes","Septic Population","2020",11
"Pasco","FGUA - Jasmine Lakes","Septic Population","2045",11
"Pasco","FGUA - Jasmine Lakes","Adjusted Service Area Population","2020",3431
"Pasco","FGUA - Jasmine Lakes","Adjusted Service Area Population","2045",3436
"Pasco","FGUA - Jasmine Lakes","Adjusted Service Area Population","2020-2045 Population Increase",5
"Pasco","FGUA - Jasmine Lakes","2020 Totals","Total WW Flows (MGD)",0.29
"Pasco","FGUA - Jasmine Lakes","2020 Totals","Total Reuse (MGD)",NA
"Pasco","FGUA - Jasmine Lakes","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Jasmine Lakes","2020 Totals","WW Disposal (MGD)",NA
"Pasco","FGUA - Jasmine Lakes","2045 Projected Additional","WW Flow Projection (MGD)",0
"Pasco","FGUA - Jasmine Lakes","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Jasmine Lakes","2045 Projected Totals","Total WW Flows (MGD)",0.29
"Pasco","FGUA - Jasmine Lakes","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Jasmine Lakes","2045 Projected Totals","Total Reuse (MGD)",0
"Pasco","FGUA - Jasmine Lakes","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Pasco","FGUA - Palm Terrace","Total Service Area Population","2020",2526
"Pasco","FGUA - Palm Terrace","Total Service Area Population","2045",2553
"Pasco","FGUA - Palm Terrace","Septic Population","2020",160
"Pasco","FGUA - Palm Terrace","Septic Population","2045",162
"Pasco","FGUA - Palm Terrace","Adjusted Service Area Population","2020",2366
"Pasco","FGUA - Palm Terrace","Adjusted Service Area Population","2045",2391
"Pasco","FGUA - Palm Terrace","Adjusted Service Area Population","2020-2045 Population Increase",26
"Pasco","FGUA - Palm Terrace","2020 Totals","Total WW Flows (MGD)",0.11
"Pasco","FGUA - Palm Terrace","2020 Totals","Total Reuse (MGD)",NA
"Pasco","FGUA - Palm Terrace","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Palm Terrace","2020 Totals","WW Disposal (MGD)",NA
"Pasco","FGUA - Palm Terrace","2045 Projected Additional","WW Flow Projection (MGD)",0
"Pasco","FGUA - Palm Terrace","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Palm Terrace","2045 Projected Totals","Total WW Flows (MGD)",0.11
"Pasco","FGUA - Palm Terrace","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Palm Terrace","2045 Projected Totals","Total Reuse (MGD)",0
"Pasco","FGUA - Palm Terrace","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Pasco","FGUA - Seven Springs","Total Service Area Population","2020",31706
"Pasco","FGUA - Seven Springs","Total Service Area Population","2045",34420
"Pasco","FGUA - Seven Springs","Septic Population","2020",180
"Pasco","FGUA - Seven Springs","Septic Population","2045",180
"Pasco","FGUA - Seven Springs","Adjusted Service Area Population","2020",31526
"Pasco","FGUA - Seven Springs","Adjusted Service Area Population","2045",34240
"Pasco","FGUA - Seven Springs","Adjusted Service Area Population","2020-2045 Population Increase",2714
"Pasco","FGUA - Seven Springs","2020 Totals","Total WW Flows (MGD)",1.78
"Pasco","FGUA - Seven Springs","2020 Totals","Total Reuse (MGD)",1.26
"Pasco","FGUA - Seven Springs","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Seven Springs","2020 Totals","WW Disposal (MGD)",NA
"Pasco","FGUA - Seven Springs","2045 Projected Additional","WW Flow Projection (MGD)",0.19
"Pasco","FGUA - Seven Springs","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Seven Springs","2045 Projected Totals","Total WW Flows (MGD)",1.97
"Pasco","FGUA - Seven Springs","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","FGUA - Seven Springs","2045 Projected Totals","Total Reuse (MGD)",1.45
"Pasco","FGUA - Seven Springs","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.09
"Pasco","Forest Lakes Estates","Total Service Area Population","2020",1143
"Pasco","Forest Lakes Estates","Total Service Area Population","2045",1143
"Pasco","Forest Lakes Estates","Septic Population","2020",NA
"Pasco","Forest Lakes Estates","Septic Population","2045",NA
"Pasco","Forest Lakes Estates","Adjusted Service Area Population","2020",1143
"Pasco","Forest Lakes Estates","Adjusted Service Area Population","2045",1143
"Pasco","Forest Lakes Estates","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pasco","Forest Lakes Estates","2020 Totals","Total WW Flows (MGD)",0.06
